== Event number 1 ==
-11	 -12.4156 3.2419 9.8750 16.1921 0.0112 
11	 -0.6325 13.4424 -55.6899 57.2929 0.0112 
1000022	 -108.6365 -92.8929 -165.3827 239.1502 9410.3964 
1	 -168.7331 189.7963 26.9582 255.3864 1.9756 
-11	 9.2092 -49.7128 14.8390 52.6913 0.0112 
11	 10.5847 -45.9276 -34.9666 58.6861 0.0112 
1000022	 148.9392 -94.1559 -6.8306 201.2592 9410.3964 
== Event number 37 ==
1	 249.3219 -33.7536 -43.7551 255.3944 11.0531 
-11	 -58.0215 -16.5069 -12.3725 61.5797 0.0112 
11	 -61.4592 -24.0608 8.9294 66.6026 0.0112 
1000022	 -129.8412 74.3212 47.1982 184.4463 9410.3964 
1	 64.2708 185.8893 162.8883 255.3897 5.7478 
-11	 -35.3356 -70.5687 -35.4713 86.5261 0.0112 
11	 -8.8017 16.8484 -26.2446 32.4057 0.0112 
1000022	 -20.1335 -132.1690 -101.1724 193.7014 9410.3964 
== Event number 38 ==
1	 -64.1294 -245.6743 -27.4360 255.3848 0.2219 
-11	 39.1814 40.5596 22.4563 60.7006 0.0112 
11	 -30.9034 37.7725 -10.8246 49.9896 0.0112 
1000022	 55.8513 167.3422 15.8042 201.9479 9410.3964 
1	 67.8787 -163.8220 -183.7829 255.3846 0.0073 
-11	 -14.1812 54.1521 11.7910 57.2066 0.0112 
11	 6.8918 -16.5812 22.4862 28.7762 0.0112 
1000022	 -60.5893 126.2511 149.5057 226.6556 9410.3964 
== Event number 39 ==
1	 -150.9752 35.4345 -202.8934 255.3950 11.7348 
-11	 -14.3158 -1.5314 4.7408 15.1583 0.0112 
11	 7.6120 -33.6595 47.9162 59.0498 0.0112 
1000022	 157.6790 -0.2436 150.2364 238.4200 9410.3964 
1	 -24.3611 18.3123 -253.5426 255.3985 15.7088 
-11	 9.2988 -8.1032 -7.1233 14.2437 0.0112 
11	 39.6693 10.7127 97.8043 106.0854 0.0112 
1000022	 -24.6070 -20.9218 162.8616 192.2954 9410.3964 
== Event number 40 ==
